ts_ns,px,qty
1756086293300000000,113060.98,0.7118
1756086293400000000,113060.98,0.7118
1756086293449999872,113060.98,0.7118
1756086293449999872,113060.98,0.7118
1756086293500000000,113060.98,0.7118
1756086293600000000,113060.98,0.7118
1756086293649999872,113060.98,0.7118
1756086293649999872,113060.98,0.0172
1756086293700000000,113060.97,0.0001
