ts,ts_ns,mid,inventory,cash,realized,unrealized,equity
2025-08-26 08:07:03+00:00,1756195623000000000,110119.5,,,,,
2025-08-26 08:07:04+00:00,1756195624000000000,124027.745,,,,,
2025-08-26 08:07:05+00:00,1756195625000000000,110313.74,0.05,-5526.5025795,0.0,-9.710499999999593,-5533.068768865244
2025-08-26 08:07:06+00:00,1756195626000000000,110313.72,0.05,-5526.5025795,0.0,-9.710499999999593,-5533.069768865244
2025-08-26 08:07:07+00:00,1756195627000000000,110313.715,0.05,-5526.5025795,0.0,-9.710499999999593,-5533.0700188652445
2025-08-26 08:07:08+00:00,1756195628000000000,110313.715,0.05,-5526.5025795,0.0,-9.710499999999593,-5533.0700188652445
2025-08-26 08:07:09+00:00,1756195629000000000,110313.715,0.05,-5526.5025795,0.0,-9.710499999999593,-5533.0700188652445
2025-08-26 08:07:10+00:00,1756195630000000000,110313.73,0.05,-5526.5025795,0.0,-9.710499999999593,-5533.069268865244
2025-08-26 08:07:11+00:00,1756195631000000000,110313.74,0.05,-5526.5025795,0.0,-9.710499999999593,-5533.068768865244
2025-08-26 08:07:12+00:00,1756195632000000000,110313.74,0.05,-5526.5025795,0.0,-9.710499999999593,-5533.068768865244
2025-08-26 08:07:13+00:00,1756195633000000000,110313.74,0.05,-5526.5025795,0.0,-9.710499999999593,-5533.068768865244
2025-08-26 08:07:14+00:00,1756195634000000000,110313.75,0.05,-5526.5025795,0.0,-9.710499999999593,-5533.068268865244
2025-08-26 08:07:15+00:00,1756195635000000000,110313.785,0.05,-5526.5025795,0.0,-9.710499999999593,-5533.066518865244
2025-08-26 08:07:16+00:00,1756195636000000000,110313.74,0.05,-5526.5025795,0.0,-9.710499999999593,-5533.068768865244
2025-08-26 08:07:17+00:00,1756195637000000000,110313.76,0.05,-5526.5025795,0.0,-9.710499999999593,-5533.067768865245
2025-08-26 08:07:18+00:00,1756195638000000000,110313.8,0.05,-5526.5025795,0.0,-9.710499999999593,-5533.0657688652445
2025-08-26 08:07:19+00:00,1756195639000000000,110313.79,0.05,-5526.5025795,0.0,-9.710499999999593,-5533.066268865245
2025-08-26 08:07:20+00:00,1756195640000000000,110313.78,0.05,-5526.5025795,0.0,-9.710499999999593,-5533.066768865245
2025-08-26 08:07:21+00:00,1756195641000000000,110313.795,0.05,-5526.5025795,0.0,-9.710499999999593,-5533.066018865245
2025-08-26 08:07:22+00:00,1756195642000000000,110313.775,0.05,-5526.5025795,0.0,-9.710499999999593,-5533.067018865245
2025-08-26 08:07:23+00:00,1756195643000000000,110313.755,0.05,-5526.5025795,0.0,-9.710499999999593,-5533.068018865244
2025-08-26 08:07:24+00:00,1756195644000000000,110313.72,0.05,-5526.5025795,0.0,-9.710499999999593,-5533.069768865244
2025-08-26 08:07:25+00:00,1756195645000000000,110313.745,0.05,-5526.5025795,0.0,-9.710499999999593,-5533.068518865244
2025-08-26 08:07:26+00:00,1756195646000000000,110313.715,0.05,-5526.5025795,0.0,-9.710499999999593,-5533.0700188652445
2025-08-26 08:07:27+00:00,1756195647000000000,110313.715,0.05,-5526.5025795,0.0,-9.710499999999593,-5533.0700188652445
2025-08-26 08:07:28+00:00,1756195648000000000,110313.705,0.05,-5526.5025795,0.0,-9.710499999999593,-5533.070518865245
2025-08-26 08:07:29+00:00,1756195649000000000,110313.695,0.05,-5526.5025795,0.0,-9.710499999999593,-5533.071018865244
2025-08-26 08:07:30+00:00,1756195650000000000,110313.685,0.05,-5526.5025795,0.0,-9.710499999999593,-5533.071518865245
2025-08-26 08:07:31+00:00,1756195651000000000,110313.655,0.05,-5526.5025795,0.0,-9.710499999999593,-5533.073018865244
2025-08-26 08:07:32+00:00,1756195652000000000,110313.62,0.05,-5526.5025795,0.0,-9.710499999999593,-5533.074768865245
2025-08-26 08:07:33+00:00,1756195653000000000,110313.595,0.05,-5526.5025795,0.0,-9.710499999999593,-5533.076018865244
2025-08-26 08:07:34+00:00,1756195654000000000,110313.555,0.05,-5526.5025795,0.0,-9.710499999999593,-5533.078018865244
2025-08-26 08:07:35+00:00,1756195655000000000,110313.54,0.05,-5526.5025795,0.0,-9.710499999999593,-5533.0787688652445
2025-08-26 08:07:36+00:00,1756195656000000000,110313.57,0.05,-5526.5025795,0.0,-9.710499999999593,-5533.077268865244
2025-08-26 08:07:37+00:00,1756195657000000000,110313.565,0.05,-5526.5025795,0.0,-9.710499999999593,-5533.077518865244
2025-08-26 08:07:38+00:00,1756195658000000000,110313.56,0.05,-5526.5025795,0.0,-9.710499999999593,-5533.077768865244
2025-08-26 08:07:39+00:00,1756195659000000000,110313.595,0.05,-5526.5025795,0.0,-9.710499999999593,-5533.076018865244
2025-08-26 08:07:40+00:00,1756195660000000000,110313.63,0.05,-5526.5025795,0.0,-9.710499999999593,-5533.074268865244
2025-08-26 08:07:41+00:00,1756195661000000000,110313.605,0.05,-5526.5025795,0.0,-9.710499999999593,-5533.075518865245
2025-08-26 08:07:42+00:00,1756195662000000000,110313.62,0.05,-5526.5025795,0.0,-9.710499999999593,-5533.074768865245
2025-08-26 08:07:43+00:00,1756195663000000000,110313.645,0.05,-5526.5025795,0.0,-9.710499999999593,-5533.073518865244
2025-08-26 08:07:44+00:00,1756195664000000000,110313.67,0.05,-5526.5025795,0.0,-9.710499999999593,-5533.072268865244
2025-08-26 08:07:45+00:00,1756195665000000000,110313.705,0.05,-5526.5025795,0.0,-9.710499999999593,-5533.070518865245
2025-08-26 08:07:46+00:00,1756195666000000000,110313.74,0.05,-5526.5025795,0.0,-9.710499999999593,-5533.068768865244
2025-08-26 08:07:47+00:00,1756195667000000000,110313.76,0.05,-5526.5025795,0.0,-9.710499999999593,-5533.067768865245
2025-08-26 08:07:48+00:00,1756195668000000000,110313.795,0.05,-5526.5025795,0.0,-9.710499999999593,-5533.066018865245
2025-08-26 08:07:49+00:00,1756195669000000000,110313.83,0.05,-5526.5025795,0.0,-9.710499999999593,-5533.064268865244
2025-08-26 08:07:50+00:00,1756195670000000000,110313.85,0.05,-5526.5025795,0.0,-9.710499999999593,-5533.063268865244
2025-08-26 08:07:51+00:00,1756195671000000000,110313.885,0.05,-5526.5025795,0.0,-9.710499999999593,-5533.061518865245
2025-08-26 08:07:52+00:00,1756195672000000000,110313.92,0.05,-5526.5025795,0.0,-9.710499999999593,-5533.059768865244
2025-08-26 08:07:53+00:00,1756195673000000000,110313.95,0.05,-5526.5025795,0.0,-9.710499999999593,-5533.058268865245
2025-08-26 08:07:54+00:00,1756195674000000000,110313.98,0.05,-5526.5025795,0.0,-9.710499999999593,-5533.0567688652445
2025-08-26 08:07:55+00:00,1756195675000000000,110313.975,0.05,-5526.5025795,0.0,-9.710499999999593,-5533.057018865244
2025-08-26 08:07:56+00:00,1756195676000000000,110313.99,0.05,-5526.5025795,0.0,-9.710499999999593,-5533.056268865244
2025-08-26 08:07:57+00:00,1756195677000000000,110314.025,0.05,-5526.5025795,0.0,-9.710499999999593,-5533.054518865245
2025-08-26 08:07:58+00:00,1756195678000000000,110314.025,0.05,-5526.5025795,0.0,-9.710499999999593,-5533.054518865245
2025-08-26 08:07:59+00:00,1756195679000000000,110314.06,0.05,-5526.5025795,0.0,-9.710499999999593,-5533.052768865245
2025-08-26 08:08:00+00:00,1756195680000000000,110314.05,0.05,-5526.5025795,0.0,-9.710499999999593,-5533.053268865244
2025-08-26 08:08:01+00:00,1756195681000000000,110314.09,0.05,-5526.5025795,0.0,-9.710499999999593,-5533.051268865244
