ts_ns,type,side,price,qty
1756195625751000000,book,A,110507.89,0.68404
1756195625751000000,book,A,110507.9,0.0
1756195625751000000,book,A,110507.91,0.0
1756195625851000000,book,A,110507.88,0.00481
1756195625851000000,book,A,110507.89,0.0
1756195625851000000,book,A,110507.91,0.68404
1756195625951000000,book,A,110507.87,0.68404
1756195625951000000,book,A,110507.91,0.0
1756195626051000000,book,A,110507.88,0.0
1756195626151000000,book,A,110507.86,0.68885
1756195626151000000,book,A,110507.87,0.0
1756195626151000000,book,A,110507.91,0.0
1756195626952000000,book,A,137936.03,0.00045
1756195627452000000,book,A,137936.03,0.00045
1756195628152000000,book,A,137936.03,0.00036
1756195628953000000,book,B,110099.36,0.0
1756195629053000000,book,A,110507.86,0.68404
1756195629153000000,book,B,110119.54,0.0
1756195629153000000,book,A,110507.86,0.0
1756195629153000000,book,A,110507.91,0.68404
1756195629153000000,book,A,110507.94,0.0
1756195629253000000,book,B,110119.58,0.08383
1756195629253000000,book,A,110507.9,0.006
1756195629353000000,book,B,110119.59,0.14151
1756195629353000000,book,B,110119.57,0.0
1756195629353000000,book,B,110119.47,0.0
1756195629353000000,book,A,110507.89,0.68404
1756195629353000000,book,A,110507.91,0.0
1756195629453000000,book,B,110119.59,0.14181
1756195629453000000,book,B,110110.95,0.0213
1756195629654000000,book,B,110118.76,0.0
1756195629754000000,book,B,110118.78,0.0
1756195629854000000,book,A,110507.88,0.00103
1756195629854000000,book,A,110507.92,0.12232
1756195629954000000,book,A,110507.87,0.1001
1756195629954000000,book,A,110507.89,0.58394
1756195630654000000,book,B,110119.6,0.00843
1756195630654000000,book,B,110119.57,0.0068
1756195630754000000,book,B,110119.61,0.14151
1756195630754000000,book,B,110119.59,0.0003
1756195630854000000,book,B,110119.62,0.05806
1756195630854000000,book,B,110119.56,0.0
1756195630854000000,book,B,110104.0,0.12263
1756195630854000000,book,B,110092.0,0.0
1756195630854000000,book,A,110507.86,0.12232
1756195630854000000,book,A,110507.92,0.0
1756195630954000000,book,B,110119.63,0.15343
1756195630954000000,book,B,110119.61,0.0
1756195630954000000,book,A,110507.85,0.68404
1756195630954000000,book,A,110507.87,0.0
1756195630954000000,book,A,110507.89,0.0
1756195631355000000,book,A,137936.03,0.00027
1756195631455000000,book,A,110507.84,0.0
1756195632055000000,book,A,110507.84,0.00312
1756195632155000000,book,A,110507.83,0.68404
1756195632155000000,book,A,110507.85,0.0
1756195632255000000,book,A,110507.84,0.0
1756195632355000000,book,A,110507.82,0.68404
1756195632355000000,book,A,110507.83,0.0
1756195632355000000,book,A,110507.85,0.0
1756195632455000000,book,A,110507.82,0.0
1756195632455000000,book,A,110507.85,0.68404
1756195632856000000,book,A,137936.03,0.00018
1756195633256000000,book,B,110119.58,0.0
1756195633256000000,book,A,110507.9,0.0
1756195633356000000,book,B,110119.64,0.08383
1756195633356000000,book,A,110507.85,0.69004
1756195633456000000,book,B,110119.65,0.14151
1756195633456000000,book,B,110119.63,0.01192
1756195633556000000,book,B,110119.66,0.01423
1756195633556000000,book,B,110119.63,0.0
1756195633656000000,book,B,110119.67,0.14151
1756195633656000000,book,B,110119.65,0.0
1756195633756000000,book,B,110119.66,0.0
1756195633856000000,book,B,110119.67,0.0
1756195633856000000,book,B,110119.65,0.14151
1756195634057000000,book,B,110119.66,0.01423
1756195634157000000,book,B,110119.67,0.14151
1756195634157000000,book,B,110119.65,0.0
1756195634257000000,book,B,110119.66,0.0
1756195634357000000,book,B,110119.68,0.01423
1756195634357000000,book,B,110119.67,0.0
1756195634357000000,book,B,110119.65,0.14151
1756195634457000000,book,B,110119.69,0.14151
1756195634457000000,book,B,110119.68,0.0
1756195634457000000,book,B,110119.65,0.0
1756195634557000000,book,B,110119.69,0.0
1756195634557000000,book,B,110119.65,0.14151
1756195634657000000,book,B,110119.7,0.01423
1756195634657000000,book,A,137936.03,0.00018
1756195634757000000,book,B,110119.71,0.14151
1756195634757000000,book,B,110119.65,0.0
1756195634957000000,book,B,110119.72,0.01423
1756195634957000000,book,B,110119.7,0.0
1756195635057000000,book,B,110119.73,0.14151
1756195635057000000,book,B,110119.71,0.0
1756195635157000000,book,B,110119.72,0.0
1756195635257000000,book,B,110119.74,0.01423
1756195635257000000,book,B,110119.73,0.0
1756195635257000000,book,B,110119.65,0.14151
1756195635357000000,book,B,110119.75,0.14151
1756195635357000000,book,B,110119.74,0.0
1756195635357000000,book,B,110119.65,0.0
1756195635357000000,book,A,137936.03,9e-05
1756195635458000000,book,B,110119.75,0.0
1756195635458000000,book,B,110119.65,0.14151
1756195635558000000,book,B,110119.76,0.01423
1756195635658000000,book,B,110119.77,0.14151
1756195635658000000,book,B,110119.65,0.0
1756195635858000000,book,B,110119.76,0.0
1756195635858000000,book,A,110507.84,0.00312
1756195635958000000,book,B,110119.77,0.0
1756195635958000000,book,B,110119.65,0.14151
1756195635958000000,book,A,110507.83,0.68404
1756195635958000000,book,A,110507.84,0.0
1756195635958000000,book,A,110507.85,0.006
1756195636058000000,book,A,110507.83,0.0
1756195636058000000,book,A,110507.84,0.68404
1756195636358000000,book,A,137936.03,0.00018
1756195636458000000,book,B,110119.66,0.01423
1756195636558000000,book,B,110119.67,0.14151
1756195636558000000,book,B,110119.66,0.0
1756195636558000000,book,B,110119.65,0.0
1756195636658000000,book,B,110119.67,0.0
1756195636658000000,book,B,110119.65,0.14151
1756195636759000000,book,B,110119.69,0.05806
1756195636759000000,book,B,110119.68,0.01423
1756195636759000000,book,B,110119.62,0.0
1756195636759000000,book,B,110107.0,0.12263
1756195636759000000,book,B,110104.0,0.0
1756195636759000000,book,A,110507.83,0.12232
1756195636759000000,book,A,110507.86,0.0
1756195636859000000,book,B,110119.7,0.14151
1756195636859000000,book,B,110119.65,0.0
1756195636859000000,book,A,110507.82,0.68404
1756195636859000000,book,A,110507.84,0.0
1756195637059000000,book,B,110119.71,0.01423
1756195637059000000,book,B,110119.68,0.0
1756195637159000000,book,B,110119.72,0.14151
1756195637159000000,book,B,110119.7,0.0
1756195637259000000,book,B,110119.71,0.0
1756195637359000000,book,B,110119.73,0.01423
1756195637359000000,book,B,110119.72,0.0
1756195637359000000,book,B,110119.7,0.14151
1756195637359000000,book,B,110119.64,0.0
1756195637359000000,book,A,110507.85,0.0
1756195637459000000,book,B,110119.74,0.14151
1756195637459000000,book,B,110119.7,0.0
1756195637559000000,book,B,110119.75,0.08382
1756195637559000000,book,B,110119.73,0.0
1756195637559000000,book,A,110507.82,0.69004
1756195637659000000,book,B,110119.76,0.14151
1756195637659000000,book,B,110119.75,0.09805
1756195637659000000,book,B,110119.74,0.0
1756195637759000000,book,B,110119.75,0.08382
1756195637859000000,book,B,110119.77,0.01423
1756195637859000000,book,B,110119.76,0.14239
1756195637959000000,book,B,110119.78,0.14151
1756195637959000000,book,B,110119.77,0.0
1756195637959000000,book,B,110119.76,0.00088
1756195638059000000,book,B,110119.78,0.0
1756195638059000000,book,B,110119.76,0.14239
1756195638160000000,book,B,110119.79,0.01423
1756195638260000000,book,B,110119.8,0.14151
1756195638260000000,book,B,110119.76,0.00088
1756195638460000000,book,B,110119.79,0.0
1756195638460000000,book,A,110507.81,0.00481
1756195638560000000,book,B,110119.8,0.0
1756195638560000000,book,B,110119.76,0.14239
1756195638560000000,book,A,110507.8,0.68404
1756195638560000000,book,A,110507.82,0.006
1756195638660000000,book,B,110119.59,0.0
1756195638760000000,book,B,110119.77,0.0003
1756195638760000000,book,A,110507.81,0.0
1756195638860000000,book,A,110507.8,0.0
1756195638860000000,book,A,110507.81,0.68404
1756195639060000000,book,A,110507.8,0.00481
1756195639160000000,book,A,110507.79,0.68404
1756195639160000000,book,A,110507.8,0.0
1756195639160000000,book,A,110507.81,0.0
1756195639260000000,book,A,110507.79,0.0
1756195639260000000,book,A,110507.81,0.68404
1756195639360000000,book,A,110507.78,0.00453
1756195639360000000,book,A,137936.03,0.00027
1756195639461000000,book,A,110507.77,0.68404
1756195639461000000,book,A,110507.81,0.0
1756195639661000000,book,A,110507.78,0.0
1756195639761000000,book,A,110507.77,0.0
1756195639761000000,book,A,110507.81,0.68404
1756195639861000000,book,A,110507.8,0.00453
1756195639961000000,book,A,110507.79,0.68404
1756195639961000000,book,A,110507.81,0.0
1756195640061000000,book,B,110119.78,0.00088
1756195640061000000,book,B,110119.76,0.14151
1756195640061000000,book,A,110507.8,0.0
1756195640161000000,book,B,110119.78,0.10098
1756195640161000000,book,B,110119.76,0.04141
1756195640161000000,book,A,110507.78,0.00453
1756195640161000000,book,A,110507.79,0.0
1756195640161000000,book,A,110507.81,0.68404
1756195640261000000,book,A,110507.77,0.68404
1756195640261000000,book,A,110507.81,0.0
1756195640361000000,book,A,110507.78,0.0
1756195640361000000,book,A,137936.03,0.00036
1756195640461000000,book,A,110507.76,0.00453
1756195640461000000,book,A,110507.77,0.0
1756195640461000000,book,A,110507.81,0.68404
1756195640561000000,book,A,110507.75,0.68404
1756195640561000000,book,A,110507.76,0.0
1756195640561000000,book,A,110507.81,0.0
1756195640661000000,book,A,110507.75,0.0
1756195640661000000,book,A,110507.81,0.68404
1756195641262000000,book,A,110507.8,0.00481
1756195641362000000,book,A,110507.79,0.68404
1756195641362000000,book,A,110507.81,0.0
1756195641562000000,book,A,110507.78,0.00481
1756195641562000000,book,A,110507.8,0.0
1756195641662000000,book,B,110119.75,0.0
1756195641662000000,book,A,110507.77,0.68404
1756195641662000000,book,A,110507.79,0.0
1756195641662000000,book,A,110507.82,0.0
1756195641762000000,book,B,110119.76,0.0
1756195641762000000,book,B,110119.7,0.04141
1756195641762000000,book,A,110507.76,0.006
1756195641762000000,book,A,110507.78,0.0
1756195641862000000,book,B,110119.79,0.08382
1756195641862000000,book,A,110507.75,0.68404
1756195641862000000,book,A,110507.76,0.01081
1756195641862000000,book,A,110507.77,0.0
1756195641962000000,book,B,110119.8,0.14151
1756195641962000000,book,B,110119.78,0.00088
1756195641962000000,book,B,110119.7,0.0
1756195641962000000,book,A,110507.76,0.006
1756195642163000000,book,A,110507.74,0.00481
1756195642263000000,book,A,110507.73,0.68404
1756195642263000000,book,A,110507.75,0.0
1756195642463000000,book,A,110507.72,0.00481
1756195642463000000,book,A,110507.74,0.0
1756195642563000000,book,A,110507.71,0.68404
1756195642563000000,book,A,110507.73,0.0
1756195642663000000,book,A,110507.72,0.0
1756195642763000000,book,B,110119.81,0.05806
1756195642763000000,book,B,110119.69,0.0
1756195642763000000,book,B,110107.0,0.0
1756195642763000000,book,B,110097.0,0.12263
1756195642763000000,book,A,110507.7,0.12713
1756195642763000000,book,A,110507.71,0.0
1756195642763000000,book,A,110507.75,0.68404
1756195642763000000,book,A,110507.83,0.0
1756195642763000000,book,A,137936.03,0.00027
1756195642863000000,book,B,110119.82,0.14151
1756195642863000000,book,B,110119.8,0.0
1756195642863000000,book,A,110507.69,0.68404
1756195642863000000,book,A,110507.75,0.0
1756195642963000000,book,A,110507.7,0.12232
1756195643063000000,book,A,110507.68,0.00481
1756195643163000000,book,B,110119.83,0.00039
1756195643163000000,book,B,110119.77,0.0
1756195643163000000,book,A,110507.67,0.68404
1756195643163000000,book,A,110507.68,0.0
1756195643163000000,book,A,110507.69,0.0
1756195643263000000,book,A,110507.66,0.00481
1756195643263000000,book,A,110507.67,0.0
1756195643263000000,book,A,110507.69,0.68404
1756195643363000000,book,A,110507.65,0.68404
1756195643363000000,book,A,110507.66,0.0
1756195643363000000,book,A,110507.69,0.0
1756195643463000000,book,A,110507.65,0.0
1756195643463000000,book,A,110507.69,0.68404
1756195643564000000,book,A,110507.64,0.00481
1756195643564000000,book,A,137936.03,0.00036
1756195643664000000,book,A,110507.63,0.68404
1756195643664000000,book,A,110507.69,0.0
1756195643864000000,book,A,110507.62,0.00481
1756195643864000000,book,A,110507.64,0.0
1756195643964000000,book,A,110507.61,0.68404
1756195643964000000,book,A,110507.63,0.0
1756195644064000000,book,B,110119.84,0.00083
1756195644064000000,book,B,110119.78,0.0
1756195644064000000,book,A,110507.62,0.0
1756195644164000000,book,B,110119.84,0.10093
1756195644164000000,book,B,110119.82,0.04141
1756195644164000000,book,A,110507.61,0.0
1756195644164000000,book,A,110507.69,0.68404
1756195644364000000,book,A,137936.03,0.00036
1756195644464000000,book,A,110507.68,0.00481
1756195644564000000,book,A,110507.67,0.68507
1756195644564000000,book,A,110507.68,0.0
1756195644564000000,book,A,110507.69,0.0
1756195644564000000,book,A,110507.88,0.0
1756195644664000000,book,A,110507.67,0.10113
1756195644664000000,book,A,110507.69,0.58394
1756195644764000000,book,A,110507.66,0.00481
1756195644864000000,book,A,110507.65,0.68404
1756195644864000000,book,A,110507.67,0.00103
1756195644864000000,book,A,110507.69,0.0
1756195645065000000,book,A,110507.64,0.00481
1756195645065000000,book,A,110507.66,0.0
1756195645165000000,book,A,110507.63,0.68404
1756195645165000000,book,A,110507.65,0.0
1756195645265000000,book,A,110507.64,0.0
1756195645365000000,book,A,110507.62,0.00481
1756195645365000000,book,A,110507.63,0.0
1756195645365000000,book,A,110507.66,0.1001
1756195645365000000,book,A,110507.69,0.58394
1756195645465000000,book,B,110119.85,0.00043
1756195645465000000,book,B,110119.83,0.0
1756195645465000000,book,A,110507.61,0.68404
1756195645465000000,book,A,110507.66,0.0
1756195645465000000,book,A,110507.69,0.0
1756195645565000000,book,A,110507.6,0.00481
1756195645565000000,book,A,110507.62,0.0
1756195645665000000,book,A,110507.59,0.68404
1756195645665000000,book,A,110507.61,0.0
1756195645765000000,book,A,110507.6,0.0
1756195645865000000,book,B,110119.79,0.0
1756195645865000000,book,A,110507.58,0.00481
1756195645865000000,book,A,110507.59,0.0
1756195645865000000,book,A,110507.66,0.1001
1756195645865000000,book,A,110507.69,0.58394
1756195645865000000,book,A,110507.76,0.0
1756195645965000000,book,B,110119.86,0.08382
1756195645965000000,book,A,110507.57,0.69004
1756195645965000000,book,A,110507.58,0.0
1756195645965000000,book,A,110507.66,0.0
1756195645965000000,book,A,110507.69,0.0
1756195646065000000,book,B,110119.87,0.14151
1756195646065000000,book,B,110119.84,0.00083
1756195646065000000,book,B,110119.82,0.0
1756195646165000000,book,A,110507.56,0.00481
1756195646265000000,book,A,110507.55,0.68404
1756195646265000000,book,A,110507.57,0.006
1756195646466000000,book,A,110507.54,0.00481
1756195646466000000,book,A,110507.56,0.0
1756195646566000000,book,A,110507.53,0.68404
1756195646566000000,book,A,110507.55,0.0
1756195646666000000,book,A,110507.54,0.0
1756195646766000000,book,A,110507.52,0.68404
1756195646766000000,book,A,110507.53,0.0
1756195646766000000,book,A,110507.56,0.0
1756195646866000000,book,A,110507.52,0.0
1756195646866000000,book,A,110507.56,0.68404
1756195646866000000,book,A,137936.03,0.00036
1756195647066000000,book,B,110119.88,0.01423
1756195647166000000,book,B,110119.89,0.0
1756195647166000000,book,B,110119.88,0.0
1756195647166000000,book,B,110119.87,0.0
1756195647166000000,book,B,109884.27,0.0
1756195647166000000,book,A,110507.56,0.0
1756195647166000000,book,A,110663.97,0.0
1756195647366000000,book,A,110507.55,0.00481
1756195648267000000,book,A,137936.03,0.00036
1756195648667000000,book,B,110119.87,0.05806
1756195648667000000,book,B,110119.81,0.0
1756195648667000000,book,A,110507.54,0.12232
1756195648667000000,book,A,110507.7,0.0
1756195648767000000,book,B,110119.88,0.14151
1756195648767000000,book,B,109919.39,0.0001
1756195648767000000,book,A,110507.53,0.68404
1756195648767000000,book,A,110507.55,0.0
1756195648767000000,book,A,110698.86,0.0001
1756195648867000000,book,A,110507.52,0.00481
1756195648967000000,book,A,110507.51,0.68404
1756195648967000000,book,A,110507.52,0.0
1756195648967000000,book,A,110507.53,0.0
1756195649067000000,book,A,110507.51,0.0
1756195649067000000,book,A,110507.53,0.68404
1756195649168000000,book,A,110507.5,0.0
1756195649368000000,book,A,110507.52,0.00453
1756195649468000000,book,A,110507.51,0.68404
1756195649468000000,book,A,110507.52,0.0
1756195649468000000,book,A,110507.53,0.0
1756195649568000000,book,A,110507.51,0.0
1756195649568000000,book,A,110507.53,0.68404
1756195649668000000,book,A,110507.5,0.00453
1756195649668000000,book,A,110508.91,0.0
1756195649668000000,book,A,110511.13,0.0
1756195649768000000,book,A,110507.49,0.68404
1756195649768000000,book,A,110507.53,0.0
1756195649968000000,book,B,110119.89,0.00085
1756195649968000000,book,B,110119.86,0.0
1756195649968000000,book,B,110119.84,0.0
1756195649968000000,book,A,110507.48,0.00453
1756195649968000000,book,A,110507.5,0.0
1756195649968000000,book,A,110507.57,0.0
1756195650068000000,book,B,110119.9,0.08382
1756195650068000000,book,A,110507.46,0.006
1756195650068000000,book,A,110507.47,0.68404
1756195650068000000,book,A,110507.49,0.0
1756195650168000000,book,B,110119.91,0.14151
1756195650168000000,book,B,110119.88,0.0
1756195650168000000,book,A,110507.45,0.68404
1756195650168000000,book,A,110507.47,0.0
1756195650168000000,book,A,110507.48,0.0
1756195650268000000,book,A,110507.44,0.00453
1756195650368000000,book,A,110507.43,0.68404
1756195650368000000,book,A,110507.45,0.0
1756195650368000000,book,A,137936.03,0.00045
1756195650469000000,book,B,110119.92,0.00047
1756195650469000000,book,B,110119.85,0.0
1756195650469000000,book,A,110507.44,0.0
1756195650569000000,book,A,110507.42,0.00453
1756195650569000000,book,A,110507.43,0.0
1756195650569000000,book,A,110507.45,0.68404
1756195650669000000,book,A,110507.4,0.00922
1756195650669000000,book,A,110507.41,0.68404
1756195650669000000,book,A,110507.42,0.0
1756195650669000000,book,A,110507.45,0.0
1756195650669000000,book,A,110507.53,0.00265
1756195650769000000,book,A,110507.39,0.68404
1756195650769000000,book,A,110507.4,0.01375
1756195650769000000,book,A,110507.41,0.0
1756195650869000000,book,A,110507.4,0.00922
1756195651069000000,book,A,110507.38,0.00453
1756195651169000000,book,A,110507.37,0.68404
1756195651169000000,book,A,110507.39,0.0
1756195651369000000,book,A,110507.36,0.00453
1756195651369000000,book,A,110507.38,0.0
1756195651469000000,book,A,110507.35,0.68404
1756195651469000000,book,A,110507.37,0.0
1756195651469000000,book,A,137936.03,0.00045
1756195651569000000,book,A,110507.36,0.0
1756195651669000000,book,A,110507.34,0.00453
1756195651669000000,book,A,110507.35,0.0
1756195651669000000,book,A,110507.39,0.68404
1756195651769000000,book,A,110507.33,0.68404
1756195651769000000,book,A,110507.39,0.0
1756195651870000000,book,A,110507.34,0.0
1756195651970000000,book,A,110507.32,0.00453
1756195651970000000,book,A,110507.33,0.0
1756195651970000000,book,A,110507.39,0.68404
1756195652070000000,book,A,110507.31,0.68404
1756195652070000000,book,A,110507.32,0.0
1756195652070000000,book,A,110507.39,0.0
1756195652070000000,book,A,137936.03,0.00036
1756195652170000000,book,A,110507.31,0.0
1756195652170000000,book,A,110507.39,0.68404
1756195652270000000,book,A,110507.3,0.00453
1756195652370000000,book,A,110507.29,0.68404
1756195652370000000,book,A,110507.39,0.0
1756195652570000000,book,A,110507.3,0.0
1756195652670000000,book,A,110507.29,0.0
1756195652670000000,book,A,110507.39,0.68404
1756195652770000000,book,A,110507.28,0.00453
1756195652870000000,book,A,110507.27,0.68404
1756195652870000000,book,A,110507.39,0.0
1756195653070000000,book,A,110507.26,0.00453
1756195653070000000,book,A,110507.28,0.0
1756195653170000000,book,A,110507.25,0.68404
1756195653170000000,book,A,110507.27,0.0
1756195653271000000,book,A,110507.26,0.0
1756195653371000000,book,A,110507.24,0.00453
1756195653371000000,book,A,110507.25,0.0
1756195653371000000,book,A,110507.39,0.68404
1756195653471000000,book,A,110507.23,0.68404
1756195653471000000,book,A,110507.24,0.0
1756195653471000000,book,A,110507.39,0.0
1756195653571000000,book,A,110507.22,0.00453
1756195653571000000,book,A,110507.23,0.0
1756195653571000000,book,A,110507.39,0.68404
1756195653671000000,book,A,110507.21,0.68404
1756195653671000000,book,A,110507.39,0.0
1756195653771000000,book,A,110507.22,0.0
1756195653871000000,book,A,110507.2,0.00481
1756195653871000000,book,A,110507.21,0.0
1756195653871000000,book,A,110507.39,0.68404
1756195653971000000,book,A,110507.19,0.68404
1756195653971000000,book,A,110507.2,0.0
1756195653971000000,book,A,110507.39,0.0
1756195654071000000,book,A,110507.19,0.0
1756195654071000000,book,A,110507.39,0.68404
1756195654171000000,book,B,110119.9,0.0
1756195654171000000,book,A,110507.18,0.00481
1756195654171000000,book,A,110507.46,0.0
1756195654271000000,book,B,110119.93,0.08382
1756195654271000000,book,B,110119.91,0.0
1756195654271000000,book,B,110119.9,0.1001
1756195654271000000,book,B,110119.88,0.04141
1756195654271000000,book,A,110507.16,0.006
1756195654271000000,book,A,110507.17,0.68404
1756195654271000000,book,A,110507.39,0.0
1756195654371000000,book,B,110119.94,0.14151
1756195654371000000,book,B,110119.9,0.0
1756195654371000000,book,B,110119.88,0.0
1756195654371000000,book,A,110507.15,0.68404
1756195654371000000,book,A,110507.17,0.0
1756195654471000000,book,A,110507.18,0.0
1756195654572000000,book,B,110119.95,0.05806
1756195654572000000,book,B,110119.87,0.0
1756195654572000000,book,A,110507.14,0.12232
1756195654572000000,book,A,110507.54,0.0
1756195654672000000,book,B,110119.96,0.14151
1756195654672000000,book,B,110119.94,0.0
1756195654672000000,book,A,110507.12,0.00481
1756195654672000000,book,A,110507.13,0.68404
1756195654672000000,book,A,110507.15,0.0
1756195654772000000,book,A,110507.11,0.68404
1756195654772000000,book,A,110507.12,0.0
1756195654772000000,book,A,110507.13,0.0
1756195654872000000,book,A,110507.11,0.0
1756195654872000000,book,A,110507.13,0.68507
1756195654872000000,book,A,110507.67,0.0
1756195654872000000,book,A,137936.03,0.00027
1756195654972000000,book,A,110507.12,0.00453
1756195655072000000,book,A,110507.11,0.68404
1756195655072000000,book,A,110507.13,0.00103
1756195655172000000,book,A,110507.12,0.0
1756195655272000000,book,B,110119.97,0.08624
1756195655272000000,book,B,110108.93,0.0
1756195655272000000,book,A,110507.1,0.68404
1756195655272000000,book,A,110507.11,0.0
1756195655272000000,book,A,110507.12,0.0
1756195655272000000,book,A,110507.13,0.00103
1756195655372000000,book,B,110119.98,0.14151
1756195655372000000,book,B,110119.97,0.08252
1756195655372000000,book,B,110119.96,0.0
1756195655372000000,book,B,110119.89,0.0
1756195655372000000,book,A,110507.1,0.0
1756195655372000000,book,A,110507.12,0.1001
1756195655372000000,book,A,110507.13,0.58497
1756195655572000000,book,B,110119.99,0.01423
1756195655672000000,book,B,110120.0,0.14151
1756195655672000000,book,B,110119.98,0.0
1756195655872000000,book,B,110120.01,0.01423
1756195655872000000,book,B,110119.99,0.0
1756195655972000000,book,B,110120.02,0.14151
1756195655972000000,book,B,110120.0,0.0
1756195656073000000,book,B,110120.01,0.0
1756195656173000000,book,B,110120.02,0.0
1756195656173000000,book,B,110119.98,0.14151
1756195656473000000,book,B,110119.99,0.01423
1756195656573000000,book,B,110120.0,0.14151
1756195656573000000,book,B,110119.98,0.0
1756195656673000000,book,A,137936.03,0.00018
1756195656773000000,book,B,110119.99,0.0
1756195656873000000,book,B,110120.0,0.0
1756195656873000000,book,B,110119.98,0.14151
1756195656973000000,book,B,110120.01,0.01423
1756195657073000000,book,B,110120.02,0.14151
1756195657073000000,book,B,110119.98,0.0
1756195657273000000,book,B,110120.01,0.0
1756195657373000000,book,B,110120.02,0.0
1756195657373000000,book,B,110119.98,0.14151
1756195657474000000,book,B,110120.0,0.18069
1756195657474000000,book,B,110119.99,0.0
1756195657474000000,book,B,110119.95,0.0
1756195657474000000,book,B,110110.96,0.0
1756195657474000000,book,B,110097.0,0.0
1756195657474000000,book,A,110507.11,0.12232
1756195657474000000,book,A,110507.14,0.0
1756195657574000000,book,B,110120.01,0.14151
1756195657574000000,book,B,110120.0,0.19492
1756195657574000000,book,B,110119.98,0.0
1756195657574000000,book,A,110507.1,0.68404
1756195657574000000,book,A,110507.12,0.0
1756195657574000000,book,A,110507.13,0.00103
1756195657774000000,book,B,110120.0,0.18069
1756195657874000000,book,B,110120.03,0.05806
1756195657874000000,book,B,110120.02,0.01423
1756195657874000000,book,B,110120.0,0.12263
1756195657874000000,book,A,110507.09,0.12232
1756195657874000000,book,A,110507.11,0.0
1756195657874000000,book,A,137936.03,0.00018
1756195657974000000,book,B,110120.04,0.14151
1756195657974000000,book,B,110120.02,0.0
1756195657974000000,book,B,110120.01,0.0
1756195657974000000,book,A,110507.08,0.68404
1756195657974000000,book,A,110507.1,0.0
1756195658074000000,book,B,110120.05,0.01423
1756195658174000000,book,B,110120.06,0.14151
1756195658174000000,book,B,110120.05,0.0
1756195658174000000,book,B,110120.04,0.0
