ts,side,price,qty,type,ts_ns
1756089860534000000,B,113231.54,0.04021,book,1756089860534000000
1756089860534000000,A,113467.14,0.0,book,1756089860534000000
1756089860534000000,A,113467.16,0.0,book,1756089860534000000
1756089860634000000,B,113231.55,0.02059,book,1756089860634000000
1756089860634000000,B,113231.53,0.0,book,1756089860634000000
1756089860634000000,A,113467.12,0.59071,book,1756089860634000000
1756089860634000000,A,113467.13,0.0,book,1756089860634000000
1756089860634000000,A,113467.15,0.04684,book,1756089860634000000
1756089860634000000,A,113467.16,0.0,book,1756089860634000000
1756089860734000000,A,113467.12,0.0,book,1756089860734000000
1756089860734000000,A,113467.14,0.59071,book,1756089860734000000
1756089860934000000,A,113467.13,0.04315,book,1756089860934000000
1756089861034000000,A,113467.12,0.59071,book,1756089861034000000
1756089861034000000,A,113467.14,0.0,book,1756089861034000000
1756089861134000000,B,113076.47,0.0,book,1756089861134000000
1756089861234000000,B,113231.56,0.00021,book,1756089861234000000
1756089861234000000,B,113231.54,0.04,book,1756089861234000000
1756089861635000000,B,113076.65,0.0,book,1756089861635000000
1756089861635000000,A,113467.22,0.0,book,1756089861635000000
1756089861735000000,B,113076.67,0.1224,book,1756089861735000000
1756089861735000000,B,113076.66,0.0,book,1756089861735000000
1756089861735000000,B,113076.59,0.1001,book,1756089861735000000
1756089861735000000,A,113467.1,0.04315,book,1756089861735000000
1756089861735000000,A,113467.11,0.21741,book,1756089861735000000
1756089861735000000,A,113467.15,0.0,book,1756089861735000000
1756089861835000000,B,113076.68,0.1001,book,1756089861835000000
1756089861835000000,B,113076.59,0.0,book,1756089861835000000
1756089861835000000,A,113467.09,0.59071,book,1756089861835000000
1756089861835000000,A,113467.12,0.0,book,1756089861835000000
1756089862735000000,A,113467.08,0.04315,book,1756089862735000000
1756089862735000000,A,113467.1,0.0,book,1756089862735000000
1756089862735000000,A,113467.13,0.0,book,1756089862735000000
1756089862835000000,A,113467.07,0.59071,book,1756089862835000000
1756089862835000000,A,113467.09,0.0,book,1756089862835000000
1756089863036000000,A,113467.07,0.5918,book,1756089863036000000
1756089863036000000,A,113467.18,0.0,book,1756089863036000000
1756089863136000000,B,113231.57,0.00657,book,1756089863136000000
1756089863136000000,B,113231.56,0.00835,book,1756089863136000000
1756089863236000000,B,113231.58,0.02059,book,1756089863236000000
1756089863236000000,B,113231.55,0.0,book,1756089863236000000
1756089863336000000,A,113467.17,0.0,book,1756089863336000000
1756089863436000000,A,113467.07,0.93553,book,1756089863436000000
1756089863736000000,B,113231.54,0.0,book,1756089863736000000
1756089863736000000,A,113467.06,0.04433,book,1756089863736000000
1756089863736000000,A,113467.08,0.0,book,1756089863736000000
1756089863836000000,A,113467.05,0.59071,book,1756089863836000000
1756089863836000000,A,113467.07,0.34482,book,1756089863836000000
1756089864437000000,A,141841.01,0.00036,book,1756089864437000000
1756089864737000000,B,113231.58,0.06059,book,1756089864737000000
1756089864737000000,A,113467.04,0.04433,book,1756089864737000000
1756089864737000000,A,113467.06,0.0,book,1756089864737000000
1756089864837000000,A,113467.03,0.59071,book,1756089864837000000
1756089864837000000,A,113467.05,0.0,book,1756089864837000000
1756089865137000000,B,113076.49,0.0,book,1756089865137000000
1756089865137000000,A,141841.01,0.00045,book,1756089865137000000
1756089865337000000,A,141841.01,0.00036,book,1756089865337000000
1756089865738000000,B,113231.59,0.00021,book,1756089865738000000
1756089865738000000,B,113231.58,0.06059,book,1756089865738000000
1756089865738000000,B,113231.56,0.00814,book,1756089865738000000
1756089865738000000,A,113467.02,0.04433,book,1756089865738000000
1756089865738000000,A,113467.04,0.0,book,1756089865738000000
1756089865838000000,A,113467.01,0.59071,book,1756089865838000000
1756089865838000000,A,113467.03,0.0,book,1756089865838000000
1756089866238000000,A,113467.0,0.00109,book,1756089866238000000
1756089866238000000,A,113467.07,0.34373,book,1756089866238000000
1756089866238000000,A,141841.01,0.00027,book,1756089866238000000
1756089867139000000,B,113231.47,0.0,book,1756089867139000000
1756089867539000000,A,113467.07,0.0,book,1756089867539000000
1756089867639000000,B,113076.69,0.1224,book,1756089867639000000
1756089867639000000,B,113076.67,0.0,book,1756089867639000000
1756089867639000000,A,113466.98,0.04433,book,1756089867639000000
1756089867639000000,A,113466.99,0.56114,book,1756089867639000000
1756089867639000000,A,113467.02,0.0,book,1756089867639000000
1756089867639000000,A,113467.11,0.0,book,1756089867639000000
1756089867739000000,B,113076.7,0.1001,book,1756089867739000000
1756089867739000000,B,113076.68,0.0,book,1756089867739000000
1756089867739000000,A,113466.97,0.59071,book,1756089867739000000
1756089867739000000,A,113467.01,0.0,book,1756089867739000000
1756089868039000000,A,141841.01,0.00027,book,1756089868039000000
1756089868340000000,B,113231.58,0.02059,book,1756089868340000000
1756089868340000000,A,113466.96,0.0454,book,1756089868340000000
1756089868440000000,A,113466.95,0.59071,book,1756089868440000000
1756089868440000000,A,113466.97,0.0,book,1756089868440000000
1756089868840000000,A,113467.0,0.0,book,1756089868840000000
1756089868940000000,B,113231.59,0.04021,book,1756089868940000000
1756089868940000000,A,113466.94,0.00109,book,1756089868940000000
1756089869040000000,B,113231.6,0.02059,book,1756089869040000000
1756089869040000000,B,113231.58,0.0,book,1756089869040000000
1756089869140000000,B,113231.61,0.00858,book,1756089869140000000
1756089869140000000,B,113061.01,0.00227,book,1756089869140000000
1756089869240000000,B,113231.62,0.02059,book,1756089869240000000
1756089869240000000,B,113231.6,0.0,book,1756089869240000000
1756089869841000000,B,113231.63,0.00021,book,1756089869841000000
1756089869841000000,B,113231.59,0.04,book,1756089869841000000
1756089870241000000,A,113466.96,0.0,book,1756089870241000000
1756089870341000000,A,113466.95,0.0,book,1756089870341000000
1756089870341000000,A,113466.97,0.59071,book,1756089870341000000
1756089871141000000,B,113231.5,0.0,book,1756089871141000000
1756089871742000000,A,113466.99,0.21741,book,1756089871742000000
1756089871842000000,A,113466.92,0.0427,book,1756089871842000000
1756089871842000000,A,113466.93,0.34373,book,1756089871842000000
1756089871842000000,A,113466.98,0.0,book,1756089871842000000
1756089871942000000,A,113466.91,0.59071,book,1756089871942000000
1756089871942000000,A,113466.97,0.0,book,1756089871942000000
1756089872142000000,B,113231.63,0.00285,book,1756089872142000000
1756089872242000000,B,113231.64,0.02059,book,1756089872242000000
1756089872242000000,B,113231.62,0.0,book,1756089872242000000
1756089872342000000,A,141841.01,0.00027,book,1756089872342000000
1756089872543000000,B,113231.64,0.0,book,1756089872543000000
1756089872543000000,B,113076.7,0.0,book,1756089872543000000
1756089872543000000,B,112937.03,0.0,book,1756089872543000000
1756089872543000000,A,113466.91,0.0,book,1756089872543000000
1756089872543000000,A,113543.13,0.0,book,1756089872543000000
1756089872543000000,A,113734.57,0.0,book,1756089872543000000
1756089872843000000,B,113231.59,0.0,book,1756089872843000000
1756089872843000000,A,141841.01,0.00036,book,1756089872843000000
1756089872943000000,B,113230.02,0.04,book,1756089872943000000
1756089872943000000,A,113466.91,0.01711,book,1756089872943000000
1756089872943000000,A,113466.94,0.0,book,1756089872943000000
1756089873543000000,B,113076.7,0.1224,book,1756089873543000000
1756089873543000000,B,113076.69,0.0,book,1756089873543000000
1756089873543000000,A,113466.9,0.21741,book,1756089873543000000
1756089873543000000,A,113466.99,0.0,book,1756089873543000000
1756089873543000000,A,141841.01,0.00036,book,1756089873543000000
1756089873743000000,A,141841.01,0.00045,book,1756089873743000000
1756089873944000000,B,112912.01,0.0,book,1756089873944000000
1756089873944000000,A,113466.89,0.04389,book,1756089873944000000
1756089873944000000,A,113466.92,0.0,book,1756089873944000000
1756089874144000000,B,113231.49,0.0,book,1756089874144000000
1756089874244000000,B,113231.64,0.02059,book,1756089874244000000
1756089874244000000,B,113076.71,0.1001,book,1756089874244000000
1756089874244000000,B,112929.86,0.0001,book,1756089874244000000
1756089874244000000,A,113466.88,0.59071,book,1756089874244000000
1756089874244000000,A,113543.13,0.1001,book,1756089874244000000
1756089874244000000,A,113740.17,0.0001,book,1756089874244000000
1756089874944000000,A,113466.87,0.04389,book,1756089874944000000
1756089874944000000,A,113466.89,0.0,book,1756089874944000000
1756089875044000000,A,113466.86,0.59071,book,1756089875044000000
1756089875044000000,A,113466.88,0.0,book,1756089875044000000
1756089875345000000,A,113466.85,0.04389,book,1756089875345000000
1756089875445000000,A,113466.84,0.59071,book,1756089875445000000
1756089875445000000,A,113466.86,0.0,book,1756089875445000000
1756089875645000000,B,113231.65,0.00021,book,1756089875645000000
1756089875645000000,B,113231.63,0.00264,book,1756089875645000000
1756089875945000000,A,113466.93,0.0,book,1756089875945000000
1756089876145000000,B,113231.65,0.00843,book,1756089876145000000
1756089876145000000,B,112872.01,0.02569,book,1756089876145000000
1756089876145000000,A,113466.82,0.04389,book,1756089876145000000
1756089876145000000,A,113466.83,0.34373,book,1756089876145000000
1756089876145000000,A,113466.87,0.0,book,1756089876145000000
1756089876245000000,B,113231.66,0.02059,book,1756089876245000000
1756089876245000000,B,113231.64,0.0,book,1756089876245000000
1756089876245000000,A,113466.81,0.59071,book,1756089876245000000
1756089876245000000,A,113466.84,0.0,book,1756089876245000000
1756089876345000000,A,141841.01,0.00036,book,1756089876345000000
1756089876545000000,A,113466.8,0.00109,book,1756089876545000000
1756089876545000000,A,113466.91,0.0,book,1756089876545000000
1756089877146000000,A,113466.82,0.0,book,1756089877146000000
1756089877246000000,A,113466.81,0.0,book,1756089877246000000
1756089877246000000,A,113466.82,0.59071,book,1756089877246000000
1756089878347000000,B,113231.67,0.00021,book,1756089878347000000
1756089878347000000,B,113231.65,0.00822,book,1756089878347000000
1756089879448000000,B,113076.72,0.1224,book,1756089879448000000
1756089879448000000,B,113076.7,0.0,book,1756089879448000000
1756089879448000000,A,113466.78,0.04403,book,1756089879448000000
1756089879448000000,A,113466.79,0.21741,book,1756089879448000000
1756089879448000000,A,113466.85,0.0,book,1756089879448000000
1756089879448000000,A,113466.9,0.0,book,1756089879448000000
1756089879548000000,B,113076.73,0.1001,book,1756089879548000000
1756089879548000000,B,113076.71,0.0,book,1756089879548000000
1756089879548000000,A,113466.77,0.59071,book,1756089879548000000
1756089879548000000,A,113466.82,0.0,book,1756089879548000000
1756089880148000000,A,113466.8,0.0,book,1756089880148000000
1756089880248000000,A,113466.76,0.00109,book,1756089880248000000
1756089880248000000,A,113466.83,0.0,book,1756089880248000000
1756089880348000000,A,113466.75,0.34373,book,1756089880348000000
1756089880448000000,A,113466.73,0.04403,book,1756089880448000000
1756089880448000000,A,113466.74,0.59071,book,1756089880448000000
1756089880448000000,A,113466.77,0.0,book,1756089880448000000
1756089880448000000,A,113466.78,0.0,book,1756089880448000000
1756089880548000000,A,113466.72,0.59071,book,1756089880548000000
1756089880548000000,A,113466.74,0.0,book,1756089880548000000
1756089880548000000,A,141841.01,0.00036,book,1756089880548000000
1756089880749000000,A,141841.01,0.00027,book,1756089880749000000
1756089881349000000,A,141841.01,0.00018,book,1756089881349000000
1756089881449000000,A,113466.71,0.04403,book,1756089881449000000
1756089881449000000,A,113466.73,0.0,book,1756089881449000000
1756089881449000000,A,141841.01,0.00018,book,1756089881449000000
1756089881549000000,A,113466.7,0.59071,book,1756089881549000000
1756089881549000000,A,113466.72,0.0,book,1756089881549000000
1756089881649000000,A,113466.69,0.04403,book,1756089881649000000
1756089881749000000,A,113466.68,0.59071,book,1756089881749000000
1756089881749000000,A,113466.7,0.0,book,1756089881749000000
1756089882150000000,A,113466.67,0.04403,book,1756089882150000000
1756089882150000000,A,113466.69,0.0,book,1756089882150000000
1756089882250000000,A,113466.66,0.59071,book,1756089882250000000
1756089882250000000,A,113466.68,0.0,book,1756089882250000000
1756089882450000000,A,113466.65,0.00109,book,1756089882450000000
1756089882450000000,A,113466.76,0.0,book,1756089882450000000
1756089883651000000,A,113466.67,0.0,book,1756089883651000000
1756089883751000000,A,113466.66,0.0,book,1756089883751000000
1756089883751000000,A,113466.7,0.59071,book,1756089883751000000
1756089884151000000,A,141841.01,0.00027,book,1756089884151000000
1756089884351000000,A,113466.75,0.0,book,1756089884351000000
1756089884451000000,A,113466.63,0.04403,book,1756089884451000000
1756089884451000000,A,113466.64,0.34373,book,1756089884451000000
1756089884451000000,A,113466.71,0.0,book,1756089884451000000
1756089884551000000,A,113466.62,0.59071,book,1756089884551000000
1756089884551000000,A,113466.7,0.0,book,1756089884551000000
1756089884651000000,A,113466.61,0.01711,book,1756089884651000000
1756089884651000000,A,113466.65,0.0,book,1756089884651000000
1756089884752000000,A,113466.6,0.59071,book,1756089884752000000
1756089884752000000,A,113466.62,0.0,book,1756089884752000000
1756089885352000000,B,113076.74,0.1224,book,1756089885352000000
1756089885352000000,B,113076.72,0.0,book,1756089885352000000
1756089885352000000,A,113466.59,0.21741,book,1756089885352000000
1756089885352000000,A,113466.79,0.0,book,1756089885352000000
1756089885452000000,B,113076.75,0.1001,book,1756089885452000000
1756089885452000000,B,113076.73,0.0,book,1756089885452000000
1756089885452000000,A,113466.57,0.0,book,1756089885452000000
1756089885452000000,A,113466.58,0.59071,book,1756089885452000000
1756089885452000000,A,113466.6,0.0,book,1756089885452000000
1756089885452000000,A,113466.63,0.0,book,1756089885452000000
1756089886453000000,A,113466.57,0.04403,book,1756089886453000000
1756089886553000000,A,113466.56,0.59071,book,1756089886553000000
1756089886553000000,A,113466.58,0.0,book,1756089886553000000
1756089887353000000,A,113466.55,0.00109,book,1756089887353000000
1756089887353000000,A,113466.61,0.0,book,1756089887353000000
1756089888554000000,A,113466.64,0.0,book,1756089888554000000
1756089888654000000,A,141841.01,0.00018,book,1756089888654000000
1756089888754000000,A,113466.53,0.04282,book,1756089888754000000
1756089888754000000,A,113466.54,0.34373,book,1756089888754000000
1756089888754000000,A,113466.57,0.0,book,1756089888754000000
1756089888854000000,A,113466.52,0.59071,book,1756089888854000000
1756089888854000000,A,113466.56,0.0,book,1756089888854000000
1756089888854000000,A,141841.01,0.00027,book,1756089888854000000
1756089889155000000,A,141841.01,0.00036,book,1756089889155000000
1756089889555000000,A,113466.55,0.0,book,1756089889555000000
1756089889655000000,A,113466.51,0.01711,book,1756089889655000000
1756089889755000000,A,113466.49,0.04282,book,1756089889755000000
1756089889755000000,A,113466.5,0.59071,book,1756089889755000000
1756089889755000000,A,113466.52,0.0,book,1756089889755000000
1756089889755000000,A,113466.53,0.0,book,1756089889755000000
1756089889755000000,A,141841.01,0.00027,book,1756089889755000000
1756089889855000000,A,113466.48,0.59071,book,1756089889855000000
1756089889855000000,A,113466.5,0.0,book,1756089889855000000
1756089890155000000,B,113076.58,0.0,book,1756089890155000000
1756089890756000000,A,113466.47,0.0,book,1756089890756000000
1756089890756000000,A,113466.49,0.0,book,1756089890756000000
1756089890856000000,A,113466.48,0.0,book,1756089890856000000
1756089890856000000,A,113466.5,0.59071,book,1756089890856000000
1756089891156000000,B,113231.67,0.00824,book,1756089891156000000
1756089891256000000,B,113231.68,0.02059,book,1756089891256000000
1756089891256000000,B,113231.66,0.0,book,1756089891256000000
1756089891256000000,B,113076.74,0.0,book,1756089891256000000
1756089891256000000,A,113466.59,0.0,book,1756089891256000000
1756089891356000000,B,113076.76,0.1224,book,1756089891356000000
1756089891356000000,B,113076.75,0.0,book,1756089891356000000
1756089891356000000,B,113061.02,0.1001,book,1756089891356000000
1756089891356000000,A,113466.49,0.21741,book,1756089891356000000
1756089891456000000,B,113076.77,0.1001,book,1756089891456000000
1756089891456000000,B,113061.02,0.0,book,1756089891456000000
1756089891456000000,A,113466.48,0.59071,book,1756089891456000000
1756089891456000000,A,113466.5,0.0,book,1756089891456000000
1756089891757000000,A,113466.47,0.04282,book,1756089891757000000
1756089891857000000,A,113466.46,0.59071,book,1756089891857000000
1756089891857000000,A,113466.48,0.0,book,1756089891857000000
1756089891857000000,A,141841.01,0.00027,book,1756089891857000000
1756089892157000000,A,113466.45,0.04282,book,1756089892157000000
1756089892257000000,B,113231.69,0.00021,book,1756089892257000000
1756089892257000000,B,113231.67,0.00803,book,1756089892257000000
1756089892257000000,A,113466.44,0.59071,book,1756089892257000000
1756089892257000000,A,113466.46,0.0,book,1756089892257000000
1756089892857000000,A,113466.54,0.0,book,1756089892857000000
1756089892957000000,A,113466.42,0.04282,book,1756089892957000000
1756089892957000000,A,113466.43,0.34373,book,1756089892957000000
1756089892957000000,A,113466.47,0.0,book,1756089892957000000
1756089893058000000,A,113466.41,0.59071,book,1756089893058000000
1756089893058000000,A,113466.44,0.0,book,1756089893058000000
1756089893158000000,A,113466.51,0.0,book,1756089893158000000
1756089893258000000,A,113466.43,0.34482,book,1756089893258000000
1756089893958000000,A,113466.4,0.04282,book,1756089893958000000
1756089893958000000,A,113466.42,0.0,book,1756089893958000000
1756089894058000000,A,113466.39,0.59071,book,1756089894058000000
1756089894058000000,A,113466.4,0.0,book,1756089894058000000
1756089894058000000,A,113466.41,0.0,book,1756089894058000000
1756089894058000000,A,113466.45,0.0,book,1756089894058000000
1756089894158000000,A,113466.39,0.0,book,1756089894158000000
1756089894158000000,A,113466.42,0.59071,book,1756089894158000000
1756089895059000000,A,113466.41,0.04282,book,1756089895059000000
1756089895159000000,A,113466.4,0.59071,book,1756089895159000000
1756089895159000000,A,113466.42,0.0,book,1756089895159000000
1756089895359000000,A,113466.39,0.04282,book,1756089895359000000
1756089895459000000,A,113466.38,0.59071,book,1756089895459000000
1756089895459000000,A,113466.39,0.04391,book,1756089895459000000
1756089895459000000,A,113466.4,0.0,book,1756089895459000000
1756089895459000000,A,113466.43,0.34373,book,1756089895459000000
1756089896160000000,A,141841.01,0.00036,book,1756089896160000000
1756089896360000000,B,113230.02,0.0,book,1756089896360000000
1756089896360000000,A,113466.37,0.04401,book,1756089896360000000
1756089896360000000,A,113466.39,0.00109,book,1756089896360000000
1756089896360000000,A,113466.41,0.0,book,1756089896360000000
1756089896460000000,A,113466.36,0.59071,book,1756089896460000000
1756089896460000000,A,113466.38,0.0,book,1756089896460000000
1756089896660000000,A,113466.35,0.0449,book,1756089896660000000
1756089896660000000,A,141841.01,0.00036,book,1756089896660000000
1756089896760000000,A,113466.34,0.59071,book,1756089896760000000
1756089896760000000,A,113466.36,0.0,book,1756089896760000000
1756089896960000000,A,113466.43,0.0,book,1756089896960000000
1756089897161000000,B,113231.52,0.0,book,1756089897161000000
1756089897161000000,A,113466.33,0.34373,book,1756089897161000000
1756089897261000000,B,113076.78,0.1224,book,1756089897261000000
1756089897261000000,B,113076.76,0.0,book,1756089897261000000
1756089897261000000,A,113466.32,0.80812,book,1756089897261000000
1756089897261000000,A,113466.34,0.0,book,1756089897261000000
1756089897261000000,A,113466.49,0.0,book,1756089897261000000
1756089897361000000,B,113076.79,0.1001,book,1756089897361000000
1756089897361000000,B,113076.77,0.0,book,1756089897361000000
1756089897561000000,A,113466.31,0.0,book,1756089897561000000
1756089897561000000,A,113466.37,0.0,book,1756089897561000000
1756089897561000000,A,141841.01,0.00036,book,1756089897561000000
1756089897761000000,A,113466.31,0.01711,book,1756089897761000000
1756089897761000000,A,113466.39,0.0,book,1756089897761000000
1756089897761000000,A,141841.01,0.00045,book,1756089897761000000
1756089897861000000,A,113466.3,0.59071,book,1756089897861000000
1756089897861000000,A,113466.32,0.21741,book,1756089897861000000
1756089898561000000,A,113466.29,0.0,book,1756089898561000000
1756089898561000000,A,113466.35,0.0,book,1756089898561000000
1756089899162000000,B,113231.57,0.0,book,1756089899162000000
1756089899162000000,B,113231.56,0.0,book,1756089899162000000
1756089899562000000,A,113466.29,0.0449,book,1756089899562000000
1756089899662000000,A,113466.28,0.59071,book,1756089899662000000
1756089899662000000,A,113466.3,0.0,book,1756089899662000000
1756089899662000000,A,141841.01,0.00036,book,1756089899662000000
1756089900163000000,B,113076.8,0.1224,book,1756089900163000000
1756089900163000000,B,113076.78,0.0,book,1756089900163000000
1756089900163000000,A,113466.27,0.21741,book,1756089900163000000
1756089900163000000,A,113466.32,0.0,book,1756089900163000000
1756089900263000000,B,113076.81,0.1001,book,1756089900263000000
1756089900263000000,B,113076.79,0.0,book,1756089900263000000
1756089900263000000,B,113008.74,0.0,book,1756089900263000000
1756089900263000000,A,113466.26,0.59071,book,1756089900263000000
1756089900263000000,A,113466.28,0.0,book,1756089900263000000
1756089900363000000,A,113466.25,0.0449,book,1756089900363000000
1756089900463000000,A,113466.24,0.59071,book,1756089900463000000
1756089900463000000,A,113466.25,0.06201,book,1756089900463000000
1756089900463000000,A,113466.26,0.0,book,1756089900463000000
1756089900463000000,A,113466.31,0.0,book,1756089900463000000
1756089900663000000,A,113466.23,0.0,book,1756089900663000000
1756089900663000000,A,113466.29,0.0,book,1756089900663000000
1756089901163000000,B,113231.7,0.0085,book,1756089901163000000
1756089901163000000,B,113231.69,0.00947,book,1756089901163000000
1756089901163000000,B,113061.01,0.00901,book,1756089901163000000
1756089901163000000,A,113466.33,0.0,book,1756089901163000000
1756089901263000000,B,113231.71,0.02059,book,1756089901263000000
1756089901263000000,B,113231.68,0.0,book,1756089901263000000
1756089901263000000,A,113466.24,0.93444,book,1756089901263000000
1756089901364000000,B,112995.97,0.02691,book,1756089901364000000
1756089901664000000,A,113466.23,0.0,book,1756089901664000000
1756089901664000000,A,113466.25,0.01711,book,1756089901664000000
1756089902264000000,B,113231.72,0.00021,book,1756089902264000000
1756089902264000000,B,113231.69,0.00926,book,1756089902264000000
1756089903165000000,B,113231.63,0.0,book,1756089903165000000
1756089903165000000,B,113231.61,0.0,book,1756089903165000000
1756089903165000000,A,113466.23,0.0449,book,1756089903165000000
1756089903265000000,A,113466.22,0.59071,book,1756089903265000000
1756089903265000000,A,113466.24,0.34373,book,1756089903265000000
1756089903565000000,A,113466.25,0.0,book,1756089903565000000
1756089903665000000,A,113466.21,0.01711,book,1756089903665000000
1756089903765000000,A,113466.2,0.59071,book,1756089903765000000
1756089903765000000,A,113466.22,0.0,book,1756089903765000000
1756089903865000000,A,141841.01,0.00036,book,1756089903865000000
1756089904166000000,B,113231.73,0.00296,book,1756089904166000000
1756089904166000000,B,113231.72,0.00827,book,1756089904166000000
1756089904166000000,A,113466.19,0.0449,book,1756089904166000000
1756089904166000000,A,113466.23,0.0,book,1756089904166000000
1756089904266000000,B,113231.74,0.02059,book,1756089904266000000
1756089904266000000,B,113231.71,0.0,book,1756089904266000000
1756089904266000000,A,113466.18,0.59071,book,1756089904266000000
1756089904266000000,A,113466.2,0.0,book,1756089904266000000
1756089904566000000,B,113231.75,0.00021,book,1756089904566000000
1756089904566000000,B,113231.72,0.00806,book,1756089904566000000
1756089904566000000,A,141841.01,0.00027,book,1756089904566000000
1756089905066000000,A,141841.01,0.00018,book,1756089905066000000
1756089905166000000,A,113466.17,0.0449,book,1756089905166000000
1756089905266000000,A,113466.15,0.0449,book,1756089905266000000
1756089905266000000,A,113466.16,0.59071,book,1756089905266000000
1756089905266000000,A,113466.18,0.0,book,1756089905266000000
1756089905266000000,A,113466.19,0.0,book,1756089905266000000
1756089905367000000,A,113466.14,0.59071,book,1756089905367000000
1756089905367000000,A,113466.16,0.0,book,1756089905367000000
1756089905467000000,A,113466.24,0.0,book,1756089905467000000
1756089905567000000,A,113466.13,0.34373,book,1756089905567000000
1756089905667000000,A,113466.12,0.59071,book,1756089905667000000
1756089905667000000,A,113466.14,0.0,book,1756089905667000000
1756089905867000000,A,113466.11,0.01711,book,1756089905867000000
1756089905867000000,A,113466.21,0.0,book,1756089905867000000
1756089905967000000,A,113466.1,0.59071,book,1756089905967000000
1756089905967000000,A,113466.12,0.0,book,1756089905967000000
1756089906067000000,B,113076.82,0.1224,book,1756089906067000000
1756089906067000000,B,113076.8,0.0,book,1756089906067000000
1756089906067000000,A,113466.09,0.21741,book,1756089906067000000
1756089906067000000,A,113466.27,0.0,book,1756089906067000000
1756089906167000000,B,113231.65,0.0,book,1756089906167000000
1756089906167000000,B,113076.83,0.1001,book,1756089906167000000
1756089906167000000,B,113076.81,0.0,book,1756089906167000000
1756089906167000000,A,113466.08,0.59071,book,1756089906167000000
1756089906167000000,A,113466.1,0.0,book,1756089906167000000
1756089906167000000,A,141841.01,0.00018,book,1756089906167000000
1756089906267000000,A,113466.07,0.0449,book,1756089906267000000
1756089906267000000,A,113466.15,0.0,book,1756089906267000000
1756089906267000000,A,113466.17,0.0,book,1756089906267000000
1756089906367000000,A,113466.06,0.59071,book,1756089906367000000
1756089906367000000,A,113466.08,0.0,book,1756089906367000000
1756089906868000000,A,113466.05,0.0449,book,1756089906868000000
1756089906968000000,A,113466.04,0.59071,book,1756089906968000000
1756089906968000000,A,113466.06,0.0,book,1756089906968000000
1756089907168000000,B,113231.75,0.00784,book,1756089907168000000
1756089907268000000,B,113231.76,0.02059,book,1756089907268000000
1756089907268000000,B,113231.74,0.0,book,1756089907268000000
1756089907268000000,A,141841.01,0.00027,book,1756089907268000000
1756089907868000000,A,113466.03,0.0449,book,1756089907868000000
1756089907868000000,A,113466.05,0.0,book,1756089907868000000
1756089907868000000,A,113466.07,0.0,book,1756089907868000000
1756089907968000000,A,113466.02,0.59071,book,1756089907968000000
1756089907968000000,A,113466.04,0.0,book,1756089907968000000
1756089908869000000,B,113231.69,0.04926,book,1756089908869000000
1756089908869000000,A,113466.01,0.0449,book,1756089908869000000
1756089908869000000,A,113466.03,0.0,book,1756089908869000000
1756089908969000000,A,113466.0,0.59071,book,1756089908969000000
1756089908969000000,A,113466.02,0.0,book,1756089908969000000
1756089909469000000,B,113076.82,0.0,book,1756089909469000000
1756089909469000000,A,113466.09,0.0,book,1756089909469000000
1756089909570000000,B,113076.84,0.1224,book,1756089909570000000
1756089909570000000,B,113076.83,0.0,book,1756089909570000000
1756089909570000000,B,113061.02,0.1001,book,1756089909570000000
1756089909570000000,A,113465.99,0.21741,book,1756089909570000000
1756089909570000000,A,113466.13,0.0,book,1756089909570000000
1756089909570000000,A,113480.09,0.1001,book,1756089909570000000
1756089909570000000,A,113543.13,0.0,book,1756089909570000000
1756089909670000000,B,113076.85,0.1001,book,1756089909670000000
1756089909670000000,B,113061.02,0.0,book,1756089909670000000
1756089909670000000,A,113465.97,0.34373,book,1756089909670000000
1756089909670000000,A,113465.98,0.59071,book,1756089909670000000
1756089909670000000,A,113466.0,0.0,book,1756089909670000000
1756089909770000000,A,113465.96,0.59071,book,1756089909770000000
1756089909770000000,A,113465.98,0.0,book,1756089909770000000
1756089909870000000,A,113465.95,0.0,book,1756089909870000000
1756089909870000000,A,113466.01,0.0,book,1756089909870000000
1756089909970000000,B,113231.77,0.00021,book,1756089909970000000
1756089909970000000,B,113231.75,0.00763,book,1756089909970000000
1756089910170000000,B,113231.67,0.0,book,1756089910170000000
1756089910370000000,A,113465.95,0.00109,book,1756089910370000000
1756089910370000000,A,113466.11,0.0,book,1756089910370000000
1756089910871000000,A,113465.95,0.04599,book,1756089910871000000
1756089910971000000,A,113465.94,0.59071,book,1756089910971000000
1756089910971000000,A,113465.96,0.0,book,1756089910971000000
1756089911171000000,B,113231.77,0.00796,book,1756089911171000000
1756089911271000000,B,113231.78,0.02059,book,1756089911271000000
1756089911271000000,B,113231.76,0.0,book,1756089911271000000
1756089911871000000,A,113465.93,0.0449,book,1756089911871000000
1756089911871000000,A,113465.95,0.00109,book,1756089911871000000
1756089911971000000,A,113465.92,0.59071,book,1756089911971000000
1756089911971000000,A,113465.94,0.0,book,1756089911971000000
1756089912171000000,A,141841.01,0.00027,book,1756089912171000000
1756089912772000000,A,113465.91,0.0449,book,1756089912772000000
1756089912772000000,A,141841.01,0.00036,book,1756089912772000000
1756089912872000000,A,113465.89,0.0449,book,1756089912872000000
1756089912872000000,A,113465.9,0.59071,book,1756089912872000000
1756089912872000000,A,113465.91,0.0,book,1756089912872000000
1756089912872000000,A,113465.92,0.0,book,1756089912872000000
1756089912972000000,A,113465.87,0.0449,book,1756089912972000000
