ts_ns,bid_px,bid_qty,ask_px,ask_qty
1756086303574000000,-9223372036854775808,0,9223372036854775807,0
1756086303574000000,-9223372036854775808,0,9223372036854775807,0
1756086303674000000,-9223372036854775808,0,9223372036854775807,0
1756086303674000000,-9223372036854775808,0,9223372036854775807,0
1756086303674000000,-9223372036854775808,0,9223372036854775807,0
1756086303674000000,-9223372036854775808,0,9223372036854775807,0
1756086303674000000,-9223372036854775808,0,9223372036854775807,0
1756086303774000000,-9223372036854775808,0,9223372036854775807,0
1756086303774000000,-9223372036854775808,0,9223372036854775807,0
1756086303774000000,-9223372036854775808,0,9223372036854775807,0
1756086303875000000,-9223372036854775808,0,9223372036854775807,0
1756086303875000000,-9223372036854775808,0,9223372036854775807,0
1756086303875000000,-9223372036854775808,0,9223372036854775807,0
1756086303975000000,-9223372036854775808,0,9223372036854775807,0
1756086304075000000,-9223372036854775808,0,9223372036854775807,0
1756086304075000000,-9223372036854775808,0,9223372036854775807,0
1756086304075000000,-9223372036854775808,0,9223372036854775807,0
1756086304075000000,-9223372036854775808,0,9223372036854775807,0
1756086304175000000,-9223372036854775808,0,9223372036854775807,0
1756086304175000000,-9223372036854775808,0,9223372036854775807,0
1756086304675000000,-9223372036854775808,0,9223372036854775807,0
1756086304675000000,-9223372036854775808,0,9223372036854775807,0
1756086304775000000,-9223372036854775808,0,9223372036854775807,0
1756086304775000000,-9223372036854775808,0,9223372036854775807,0
1756086305375000000,-9223372036854775808,0,9223372036854775807,0
1756086305375000000,-9223372036854775808,0,9223372036854775807,0
1756086305375000000,-9223372036854775808,0,9223372036854775807,0
1756086305375000000,-9223372036854775808,0,9223372036854775807,0
1756086305475000000,-9223372036854775808,0,9223372036854775807,0
1756086305475000000,-9223372036854775808,0,9223372036854775807,0
1756086305475000000,-9223372036854775808,0,9223372036854775807,0
1756086305576000000,-9223372036854775808,0,9223372036854775807,0
1756086305576000000,-9223372036854775808,0,9223372036854775807,0
1756086305576000000,-9223372036854775808,0,9223372036854775807,0
1756086305676000000,-9223372036854775808,0,9223372036854775807,0
1756086305676000000,-9223372036854775808,0,9223372036854775807,0
1756086305676000000,-9223372036854775808,0,9223372036854775807,0
1756086305776000000,-9223372036854775808,0,9223372036854775807,0
1756086305776000000,-9223372036854775808,0,9223372036854775807,0
1756086305776000000,-9223372036854775808,0,9223372036854775807,0
1756086305776000000,-9223372036854775808,0,9223372036854775807,0
1756086305776000000,-9223372036854775808,0,9223372036854775807,0
1756086305876000000,-9223372036854775808,0,9223372036854775807,0
1756086305876000000,-9223372036854775808,0,9223372036854775807,0
1756086305876000000,-9223372036854775808,0,9223372036854775807,0
1756086305976000000,-9223372036854775808,0,9223372036854775807,0
1756086305976000000,-9223372036854775808,0,9223372036854775807,0
1756086306276000000,-9223372036854775808,0,9223372036854775807,0
1756086306276000000,-9223372036854775808,0,9223372036854775807,0
1756086306977000000,-9223372036854775808,0,9223372036854775807,0
1756086307077000000,-9223372036854775808,0,9223372036854775807,0
1756086307077000000,-9223372036854775808,0,9223372036854775807,0
1756086307077000000,-9223372036854775808,0,9223372036854775807,0
1756086307077000000,-9223372036854775808,0,9223372036854775807,0
1756086307077000000,-9223372036854775808,0,9223372036854775807,0
1756086307077000000,-9223372036854775808,0,9223372036854775807,0
1756086307077000000,-9223372036854775808,0,9223372036854775807,0
1756086307077000000,-9223372036854775808,0,9223372036854775807,0
1756086307177000000,-9223372036854775808,0,9223372036854775807,0
1756086307177000000,-9223372036854775808,0,9223372036854775807,0
1756086307177000000,-9223372036854775808,0,9223372036854775807,0
1756086307177000000,-9223372036854775808,0,9223372036854775807,0
1756086307177000000,-9223372036854775808,0,9223372036854775807,0
1756086307177000000,-9223372036854775808,0,9223372036854775807,0
1756086307277000000,-9223372036854775808,0,9223372036854775807,0
1756086307277000000,-9223372036854775808,0,9223372036854775807,0
1756086307877000000,-9223372036854775808,0,9223372036854775807,0
1756086308077000000,-9223372036854775808,0,9223372036854775807,0
1756086308077000000,-9223372036854775808,0,9223372036854775807,0
1756086308077000000,-9223372036854775808,0,9223372036854775807,0
1756086308177000000,-9223372036854775808,0,9223372036854775807,0
1756086308177000000,-9223372036854775808,0,9223372036854775807,0
1756086308177000000,-9223372036854775808,0,9223372036854775807,0
1756086308177000000,-9223372036854775808,0,9223372036854775807,0
1756086308177000000,-9223372036854775808,0,9223372036854775807,0
1756086308578000000,-9223372036854775808,0,9223372036854775807,0
1756086308578000000,-9223372036854775808,0,9223372036854775807,0
1756086309178000000,-9223372036854775808,0,9223372036854775807,0
1756086309478000000,-9223372036854775808,0,9223372036854775807,0
1756086309578000000,-9223372036854775808,0,9223372036854775807,0
1756086309578000000,-9223372036854775808,0,9223372036854775807,0
1756086309578000000,-9223372036854775808,0,9223372036854775807,0
1756086309578000000,-9223372036854775808,0,9223372036854775807,0
1756086309678000000,-9223372036854775808,0,9223372036854775807,0
1756086309678000000,-9223372036854775808,0,9223372036854775807,0
1756086309678000000,-9223372036854775808,0,9223372036854775807,0
1756086309678000000,-9223372036854775808,0,9223372036854775807,0
1756086309678000000,-9223372036854775808,0,9223372036854775807,0
1756086309678000000,-9223372036854775808,0,9223372036854775807,0
1756086309678000000,-9223372036854775808,0,9223372036854775807,0
1756086309678000000,-9223372036854775808,0,9223372036854775807,0
1756086309678000000,-9223372036854775808,0,9223372036854775807,0
1756086309779000000,-9223372036854775808,0,9223372036854775807,0
1756086309779000000,-9223372036854775808,0,9223372036854775807,0
1756086309779000000,-9223372036854775808,0,9223372036854775807,0
1756086309779000000,-9223372036854775808,0,9223372036854775807,0
1756086309779000000,-9223372036854775808,0,9223372036854775807,0
1756086309779000000,-9223372036854775808,0,9223372036854775807,0
1756086309779000000,-9223372036854775808,0,9223372036854775807,0
1756086309779000000,-9223372036854775808,0,9223372036854775807,0
1756086309779000000,-9223372036854775808,0,9223372036854775807,0
1756086309779000000,-9223372036854775808,0,9223372036854775807,0
1756086309779000000,-9223372036854775808,0,9223372036854775807,0
1756086309879000000,-9223372036854775808,0,9223372036854775807,0
1756086309879000000,-9223372036854775808,0,9223372036854775807,0
1756086309879000000,-9223372036854775808,0,9223372036854775807,0
1756086309879000000,-9223372036854775808,0,9223372036854775807,0
1756086309879000000,-9223372036854775808,0,9223372036854775807,0
1756086309879000000,-9223372036854775808,0,9223372036854775807,0
1756086309879000000,-9223372036854775808,0,9223372036854775807,0
1756086309879000000,-9223372036854775808,0,9223372036854775807,0
1756086309979000000,-9223372036854775808,0,9223372036854775807,0
1756086309979000000,-9223372036854775808,0,9223372036854775807,0
1756086309979000000,-9223372036854775808,0,9223372036854775807,0
1756086309979000000,-9223372036854775808,0,9223372036854775807,0
1756086309979000000,-9223372036854775808,0,9223372036854775807,0
1756086309979000000,-9223372036854775808,0,9223372036854775807,0
1756086309979000000,-9223372036854775808,0,9223372036854775807,0
1756086310079000000,-9223372036854775808,0,9223372036854775807,0
1756086310079000000,-9223372036854775808,0,9223372036854775807,0
1756086310379000000,-9223372036854775808,0,9223372036854775807,0
1756086310379000000,-9223372036854775808,0,9223372036854775807,0
1756086310479000000,-9223372036854775808,0,9223372036854775807,0
1756086310479000000,-9223372036854775808,0,9223372036854775807,0
1756086310479000000,-9223372036854775808,0,9223372036854775807,0
1756086310479000000,-9223372036854775808,0,9223372036854775807,0
1756086310479000000,-9223372036854775808,0,9223372036854775807,0
1756086310479000000,-9223372036854775808,0,9223372036854775807,0
1756086310579000000,-9223372036854775808,0,9223372036854775807,0
1756086310579000000,-9223372036854775808,0,9223372036854775807,0
1756086310579000000,-9223372036854775808,0,9223372036854775807,0
1756086310579000000,-9223372036854775808,0,9223372036854775807,0
1756086310579000000,-9223372036854775808,0,9223372036854775807,0
1756086310879000000,-9223372036854775808,0,9223372036854775807,0
1756086310879000000,-9223372036854775808,0,9223372036854775807,0
1756086310879000000,-9223372036854775808,0,9223372036854775807,0
1756086310879000000,-9223372036854775808,0,9223372036854775807,0
1756086310979000000,-9223372036854775808,0,9223372036854775807,0
1756086310979000000,-9223372036854775808,0,9223372036854775807,0
1756086310979000000,-9223372036854775808,0,9223372036854775807,0
1756086310979000000,-9223372036854775808,0,9223372036854775807,0
1756086310979000000,-9223372036854775808,0,9223372036854775807,0
1756086310979000000,-9223372036854775808,0,9223372036854775807,0
1756086310979000000,-9223372036854775808,0,9223372036854775807,0
1756086310979000000,-9223372036854775808,0,9223372036854775807,0
1756086311079000000,-9223372036854775808,0,9223372036854775807,0
1756086311079000000,-9223372036854775808,0,9223372036854775807,0
1756086311079000000,-9223372036854775808,0,9223372036854775807,0
1756086311079000000,-9223372036854775808,0,9223372036854775807,0
1756086311079000000,-9223372036854775808,0,9223372036854775807,0
1756086311180000000,-9223372036854775808,0,9223372036854775807,0
1756086311280000000,-9223372036854775808,0,9223372036854775807,0
1756086311580000000,-9223372036854775808,0,9223372036854775807,0
1756086311980000000,-9223372036854775808,0,9223372036854775807,0
1756086311980000000,-9223372036854775808,0,9223372036854775807,0
1756086311980000000,-9223372036854775808,0,9223372036854775807,0
1756086312080000000,-9223372036854775808,0,9223372036854775807,0
1756086312080000000,-9223372036854775808,0,9223372036854775807,0
1756086312080000000,-9223372036854775808,0,9223372036854775807,0
1756086312080000000,-9223372036854775808,0,9223372036854775807,0
1756086312481000000,-9223372036854775808,0,9223372036854775807,0
1756086312481000000,-9223372036854775808,0,9223372036854775807,0
1756086312481000000,-9223372036854775808,0,9223372036854775807,0
1756086312481000000,-9223372036854775808,0,9223372036854775807,0
1756086312481000000,-9223372036854775808,0,9223372036854775807,0
1756086312481000000,-9223372036854775808,0,9223372036854775807,0
1756086312481000000,-9223372036854775808,0,9223372036854775807,0
1756086312481000000,-9223372036854775808,0,9223372036854775807,0
1756086312481000000,-9223372036854775808,0,9223372036854775807,0
1756086312481000000,-9223372036854775808,0,9223372036854775807,0
1756086312481000000,-9223372036854775808,0,9223372036854775807,0
1756086312481000000,-9223372036854775808,0,9223372036854775807,0
1756086312481000000,-9223372036854775808,0,9223372036854775807,0
1756086312481000000,-9223372036854775808,0,9223372036854775807,0
1756086312481000000,-9223372036854775808,0,9223372036854775807,0
1756086312481000000,-9223372036854775808,0,9223372036854775807,0
1756086312481000000,-9223372036854775808,0,9223372036854775807,0
1756086312481000000,-9223372036854775808,0,9223372036854775807,0
1756086312481000000,-9223372036854775808,0,9223372036854775807,0
1756086312481000000,-9223372036854775808,0,9223372036854775807,0
1756086312481000000,-9223372036854775808,0,9223372036854775807,0
1756086312481000000,-9223372036854775808,0,9223372036854775807,0
1756086312481000000,-9223372036854775808,0,9223372036854775807,0
1756086312481000000,-9223372036854775808,0,9223372036854775807,0
1756086312481000000,-9223372036854775808,0,9223372036854775807,0
1756086312481000000,-9223372036854775808,0,9223372036854775807,0
1756086312481000000,-9223372036854775808,0,9223372036854775807,0
1756086312481000000,-9223372036854775808,0,9223372036854775807,0
1756086312481000000,-9223372036854775808,0,9223372036854775807,0
1756086312481000000,-9223372036854775808,0,9223372036854775807,0
1756086312481000000,-9223372036854775808,0,9223372036854775807,0
1756086312481000000,-9223372036854775808,0,9223372036854775807,0
1756086312481000000,-9223372036854775808,0,9223372036854775807,0
1756086312481000000,-9223372036854775808,0,9223372036854775807,0
1756086312581000000,-9223372036854775808,0,9223372036854775807,0
1756086312581000000,-9223372036854775808,0,9223372036854775807,0
1756086312681000000,-9223372036854775808,0,9223372036854775807,0
1756086312781000000,-9223372036854775808,0,9223372036854775807,0
1756086312781000000,-9223372036854775808,0,9223372036854775807,0
1756086312781000000,-9223372036854775808,0,9223372036854775807,0
1756086312881000000,-9223372036854775808,0,9223372036854775807,0
1756086312881000000,-9223372036854775808,0,9223372036854775807,0
1756086312881000000,-9223372036854775808,0,9223372036854775807,0
1756086312881000000,-9223372036854775808,0,9223372036854775807,0
1756086312881000000,-9223372036854775808,0,9223372036854775807,0
1756086312981000000,-9223372036854775808,0,9223372036854775807,0
1756086312981000000,-9223372036854775808,0,9223372036854775807,0
1756086312981000000,-9223372036854775808,0,9223372036854775807,0
1756086312981000000,-9223372036854775808,0,9223372036854775807,0
1756086313081000000,-9223372036854775808,0,9223372036854775807,0
1756086313081000000,-9223372036854775808,0,9223372036854775807,0
1756086313081000000,-9223372036854775808,0,9223372036854775807,0
1756086313081000000,-9223372036854775808,0,9223372036854775807,0
1756086313181000000,-9223372036854775808,0,9223372036854775807,0
1756086313181000000,-9223372036854775808,0,9223372036854775807,0
1756086313281000000,-9223372036854775808,0,9223372036854775807,0
1756086313381000000,-9223372036854775808,0,9223372036854775807,0
1756086313381000000,-9223372036854775808,0,9223372036854775807,0
1756086313381000000,-9223372036854775808,0,9223372036854775807,0
1756086313381000000,-9223372036854775808,0,9223372036854775807,0
1756086313481000000,-9223372036854775808,0,9223372036854775807,0
1756086313481000000,-9223372036854775808,0,9223372036854775807,0
1756086313581000000,-9223372036854775808,0,9223372036854775807,0
1756086313581000000,-9223372036854775808,0,9223372036854775807,0
1756086313581000000,-9223372036854775808,0,9223372036854775807,0
1756086313581000000,-9223372036854775808,0,9223372036854775807,0
1756086313581000000,-9223372036854775808,0,9223372036854775807,0
1756086313581000000,-9223372036854775808,0,9223372036854775807,0
1756086313581000000,-9223372036854775808,0,9223372036854775807,0
1756086313581000000,-9223372036854775808,0,9223372036854775807,0
1756086313581000000,-9223372036854775808,0,9223372036854775807,0
1756086313681000000,-9223372036854775808,0,9223372036854775807,0
1756086313681000000,-9223372036854775808,0,9223372036854775807,0
1756086313681000000,-9223372036854775808,0,9223372036854775807,0
1756086313681000000,-9223372036854775808,0,9223372036854775807,0
1756086313681000000,-9223372036854775808,0,9223372036854775807,0
1756086313681000000,-9223372036854775808,0,9223372036854775807,0
1756086313681000000,-9223372036854775808,0,9223372036854775807,0
1756086313681000000,-9223372036854775808,0,9223372036854775807,0
1756086313681000000,-9223372036854775808,0,9223372036854775807,0
1756086313681000000,-9223372036854775808,0,9223372036854775807,0
1756086313681000000,-9223372036854775808,0,9223372036854775807,0
1756086313681000000,-9223372036854775808,0,9223372036854775807,0
1756086313781000000,-9223372036854775808,0,9223372036854775807,0
1756086313781000000,-9223372036854775808,0,9223372036854775807,0
1756086313781000000,-9223372036854775808,0,9223372036854775807,0
1756086313781000000,-9223372036854775808,0,9223372036854775807,0
1756086313781000000,-9223372036854775808,0,9223372036854775807,0
1756086313781000000,-9223372036854775808,0,9223372036854775807,0
1756086313882000000,-9223372036854775808,0,9223372036854775807,0
1756086313882000000,-9223372036854775808,0,9223372036854775807,0
1756086313882000000,-9223372036854775808,0,9223372036854775807,0
1756086313882000000,-9223372036854775808,0,9223372036854775807,0
1756086313882000000,-9223372036854775808,0,9223372036854775807,0
1756086313882000000,-9223372036854775808,0,9223372036854775807,0
1756086313882000000,-9223372036854775808,0,9223372036854775807,0
1756086313982000000,-9223372036854775808,0,9223372036854775807,0
1756086313982000000,-9223372036854775808,0,9223372036854775807,0
1756086313982000000,-9223372036854775808,0,9223372036854775807,0
1756086313982000000,-9223372036854775808,0,9223372036854775807,0
1756086314582000000,-9223372036854775808,0,9223372036854775807,0
1756086314582000000,-9223372036854775808,0,9223372036854775807,0
1756086314582000000,-9223372036854775808,0,9223372036854775807,0
1756086314582000000,-9223372036854775808,0,9223372036854775807,0
1756086314682000000,-9223372036854775808,0,9223372036854775807,0
1756086314682000000,-9223372036854775808,0,9223372036854775807,0
1756086314782000000,-9223372036854775808,0,9223372036854775807,0
1756086315583000000,-9223372036854775808,0,9223372036854775807,0
1756086315583000000,-9223372036854775808,0,9223372036854775807,0
1756086315583000000,-9223372036854775808,0,9223372036854775807,0
1756086315583000000,-9223372036854775808,0,9223372036854775807,0
1756086315583000000,-9223372036854775808,0,9223372036854775807,0
1756086315683000000,-9223372036854775808,0,9223372036854775807,0
1756086315683000000,-9223372036854775808,0,9223372036854775807,0
1756086315683000000,-9223372036854775808,0,9223372036854775807,0
1756086315683000000,-9223372036854775808,0,9223372036854775807,0
1756086315883000000,-9223372036854775808,0,9223372036854775807,0
1756086316583000000,-9223372036854775808,0,9223372036854775807,0
1756086316583000000,-9223372036854775808,0,9223372036854775807,0
1756086316684000000,-9223372036854775808,0,9223372036854775807,0
1756086316684000000,-9223372036854775808,0,9223372036854775807,0
1756086316684000000,-9223372036854775808,0,9223372036854775807,0
1756086316684000000,-9223372036854775808,0,9223372036854775807,0
1756086316684000000,-9223372036854775808,0,9223372036854775807,0
1756086316784000000,-9223372036854775808,0,9223372036854775807,0
1756086317384000000,-9223372036854775808,0,9223372036854775807,0
1756086317484000000,-9223372036854775808,0,9223372036854775807,0
1756086317484000000,-9223372036854775808,0,9223372036854775807,0
1756086317584000000,-9223372036854775808,0,9223372036854775807,0
1756086317584000000,-9223372036854775808,0,9223372036854775807,0
1756086317584000000,-9223372036854775808,0,9223372036854775807,0
1756086317584000000,-9223372036854775808,0,9223372036854775807,0
1756086317584000000,-9223372036854775808,0,9223372036854775807,0
1756086317584000000,-9223372036854775808,0,9223372036854775807,0
1756086317684000000,-9223372036854775808,0,9223372036854775807,0
1756086317684000000,-9223372036854775808,0,9223372036854775807,0
1756086317684000000,-9223372036854775808,0,9223372036854775807,0
1756086317684000000,-9223372036854775808,0,9223372036854775807,0
1756086317684000000,-9223372036854775808,0,9223372036854775807,0
1756086317784000000,-9223372036854775808,0,9223372036854775807,0
1756086317884000000,-9223372036854775808,0,9223372036854775807,0
1756086317884000000,-9223372036854775808,0,9223372036854775807,0
1756086317884000000,-9223372036854775808,0,9223372036854775807,0
1756086317884000000,-9223372036854775808,0,9223372036854775807,0
1756086317884000000,-9223372036854775808,0,9223372036854775807,0
1756086318085000000,-9223372036854775808,0,9223372036854775807,0
1756086318085000000,-9223372036854775808,0,9223372036854775807,0
1756086318085000000,-9223372036854775808,0,9223372036854775807,0
1756086318185000000,-9223372036854775808,0,9223372036854775807,0
1756086318185000000,-9223372036854775808,0,9223372036854775807,0
1756086318685000000,-9223372036854775808,0,9223372036854775807,0
1756086318685000000,-9223372036854775808,0,9223372036854775807,0
1756086318685000000,-9223372036854775808,0,9223372036854775807,0
1756086318685000000,-9223372036854775808,0,9223372036854775807,0
1756086318685000000,-9223372036854775808,0,9223372036854775807,0
1756086318785000000,-9223372036854775808,0,9223372036854775807,0
1756086318785000000,-9223372036854775808,0,9223372036854775807,0
1756086318785000000,-9223372036854775808,0,9223372036854775807,0
1756086318785000000,-9223372036854775808,0,9223372036854775807,0
1756086318885000000,-9223372036854775808,0,9223372036854775807,0
1756086318885000000,-9223372036854775808,0,9223372036854775807,0
1756086318885000000,-9223372036854775808,0,9223372036854775807,0
1756086318885000000,-9223372036854775808,0,9223372036854775807,0
1756086318885000000,-9223372036854775808,0,9223372036854775807,0
1756086318885000000,-9223372036854775808,0,9223372036854775807,0
1756086318985000000,-9223372036854775808,0,9223372036854775807,0
1756086318985000000,-9223372036854775808,0,9223372036854775807,0
1756086318985000000,-9223372036854775808,0,9223372036854775807,0
1756086318985000000,-9223372036854775808,0,9223372036854775807,0
1756086318985000000,-9223372036854775808,0,9223372036854775807,0
1756086318985000000,-9223372036854775808,0,9223372036854775807,0
1756086319185000000,-9223372036854775808,0,9223372036854775807,0
1756086319686000000,-9223372036854775808,0,9223372036854775807,0
1756086319686000000,-9223372036854775808,0,9223372036854775807,0
1756086319686000000,-9223372036854775808,0,9223372036854775807,0
1756086319886000000,-9223372036854775808,0,9223372036854775807,0
